customer_id,trans_date,tran_amount
CS3543,29-May-12,75
CS5350,03-Mar-12,70
CS3111,07-Jun-11,70
CS4324,19-Feb-14,35
CS3067,27-Oct-12,53
CS5366,11-Oct-13,38
CS3788,03-Dec-14,93
CS5059,23-Jul-12,52
CS1900,01-Jul-14,78
CS3649,04-May-12,44
CS2622,15-Jun-14,87
CS1555,21-May-13,51
CS4647,20-Nov-11,79
CS5514,04-Mar-14,46
CS4506,06-May-13,42
CS4622,29-Sep-14,65
CS4365,24-May-13,96
CS3275,30-Mar-14,81
CS4949,24-Jul-14,80
CS3447,03-Sep-14,49
CS4418,23-Feb-15,91
CS3963,19-Dec-14,73
CS4981,31-Dec-12,72
CS2586,08-Feb-15,38
CS3046,06-Oct-12,70
CS6104,31-Jan-12,70
CS3118,02-Mar-15,50
CS2388,28-Apr-12,84
CS1713,16-Jun-14,39
CS3349,04-Oct-14,64
CS1378,04-Jan-13,66
CS2510,20-Jul-14,85
CS2386,02-Mar-13,91
CS4902,19-Dec-13,99
CS2459,15-Jan-14,79
CS2280,17-Feb-13,68
CS2820,19-Aug-12,71
CS2703,18-Dec-13,59
CS4752,25-Jan-15,46
CS3035,10-Jul-12,103
CS2802,15-Feb-15,42
CS5912,04-Oct-13,98
CS5916,12-Jan-13,39
CS5759,26-Jul-12,78
CS1190,09-Aug-11,101
CS5052,22-Feb-14,63
CS3747,09-Jul-14,78
CS3037,31-Jan-12,90
CS1910,15-Jan-14,97
CS4087,28-Mar-14,36
CS1754,04-Oct-13,90
CS5031,12-Oct-11,42
CS2769,07-Apr-14,94
CS3895,01-Apr-14,92
CS5019,08-Feb-13,86
CS3423,20-Feb-12,80
CS5561,17-Nov-11,69
CS2219,27-Aug-13,43
CS2950,27-Apr-13,37
CS1316,24-Oct-11,83
CS3369,21-Jun-11,70
CS2639,31-Aug-11,43
CS5731,10-Feb-12,42
CS4952,12-Nov-11,58
CS5288,12-Jan-15,86
CS4980,30-May-11,98
CS2885,30-Aug-12,38
CS5677,18-Feb-12,93
CS2349,30-Sep-14,89
CS4718,08-Feb-13,65
CS3336,02-Jan-15,72
CS5918,02-Dec-11,96
CS4524,21-Sep-13,70
CS5893,13-Nov-11,80
CS3384,13-Jun-12,78
CS5341,05-Aug-11,41
CS1888,19-Jan-13,46
CS2439,15-Nov-14,97
CS3714,10-Dec-13,45
CS3861,04-Jul-14,54
CS5141,26-Oct-14,43
CS3711,30-Oct-11,52
CS5725,14-Oct-13,44
CS3130,21-Jun-14,74
CS3560,17-Jun-13,96
CS2286,10-Jun-11,53
CS3945,23-Jul-13,40
CS1164,15-Apr-14,39
CS1975,19-Jan-12,61
CS4094,18-Aug-12,53
CS5345,23-May-13,37
CS1580,30-Jan-12,63
CS5309,03-Oct-13,42
CS3180,23-Jan-13,56
CS4336,24-Jul-11,52
CS4907,13-Mar-12,102
CS3581,01-Nov-12,75
CS3790,26-Jan-15,56
CS1929,14-May-13,50
CS1725,15-Jan-15,52
CS5136,04-Jan-14,69
CS4995,19-Jul-14,70
CS2225,27-Mar-14,85
CS2913,09-Sep-11,99
CS2162,05-Feb-14,53
CS5128,01-Mar-12,56
CS6092,23-Aug-14,76
CS5976,23-May-11,47
CS2034,26-Oct-11,75
CS4724,29-Nov-13,51
CS4732,26-Dec-12,91
CS5476,27-Jan-15,60
CS3057,21-Aug-14,74
CS3316,27-Sep-11,58
CS5034,24-Aug-14,64
CS5743,22-Dec-11,82
CS1822,04-Apr-12,87
CS4271,25-Mar-13,81
CS5589,16-Dec-13,86
CS5136,31-Oct-13,104
CS2443,05-Mar-12,85
CS5374,01-Jan-13,40
CS3470,22-Aug-12,73
CS1837,24-Jun-12,56
CS3281,03-Dec-14,80
CS2039,10-Jan-14,92
CS5982,01-Jan-15,53
CS5477,06-Jan-12,87
CS2663,05-Oct-14,74
CS3780,11-Aug-14,65
CS3306,23-Oct-14,62
CS5675,23-Feb-12,60
CS1183,06-Aug-14,81
CS1503,30-May-11,46
CS5910,04-Jan-13,64
CS3208,28-Jul-14,57
CS3480,07-Dec-11,43
CS1715,18-Jan-13,54
CS5688,17-Oct-12,47
CS6105,20-Feb-14,66
CS1719,06-Nov-12,47
CS2233,13-Apr-13,103
CS4660,10-Feb-13,73
CS2811,01-Jan-12,96
CS3181,17-Apr-14,86
CS3547,30-Nov-13,65
CS1230,22-Oct-13,64
CS2760,13-Aug-11,98
CS2459,01-Jul-14,39
CS1507,05-Jul-14,67
CS2628,27-Apr-13,77
CS3184,23-Mar-14,54
CS3762,30-Sep-12,65
CS4213,09-Sep-14,51
CS3260,06-Dec-12,58
CS4761,21-Nov-12,58
CS5093,04-Dec-11,101
CS2127,04-Jan-13,51
CS2061,19-Dec-14,69
CS1121,06-Mar-12,50
CS2670,08-Aug-13,78
CS2117,28-May-11,87
CS5556,27-Oct-12,49
CS4232,25-Jul-13,65
CS4806,11-Sep-12,40
CS1339,04-Feb-14,105
CS4442,27-Mar-13,66
CS1130,03-May-12,63
CS5062,05-Dec-11,58
CS1588,24-Nov-13,36
CS4583,24-Jun-13,52
CS1657,06-Aug-13,50
CS3613,31-Aug-12,99
CS4241,08-Jan-13,69
CS3771,02-Oct-14,91
CS2078,10-Sep-12,44
CS2476,28-Jul-13,96
CS5059,20-Dec-13,37
CS3670,04-Jan-13,63
CS1310,13-Nov-11,54
CS3077,05-Oct-13,74
CS3240,17-Sep-12,46
CS5792,26-Apr-12,63
CS4615,31-Jan-13,104
CS5437,24-Oct-13,72
CS5124,19-May-11,69
CS4297,26-Oct-11,86
CS1981,01-Nov-12,98
CS2443,22-May-12,85
CS3044,07-Oct-11,105
CS6013,13-Oct-14,97
CS3289,16-Jun-11,96
CS3439,27-Dec-11,87
CS1761,12-Oct-12,68
CS5267,06-Nov-13,90
CS4500,24-May-14,36
CS1739,08-Jan-14,95
CS5504,16-Apr-13,78
CS3736,09-Sep-12,38
CS3481,04-Oct-14,96
CS1580,06-Feb-13,43
CS4407,12-Feb-15,37
CS4066,14-Sep-14,86
CS4872,15-Dec-12,50
CS4488,11-Sep-14,41
CS2806,29-Aug-14,78
CS2691,28-Nov-13,101
CS3441,23-Jun-11,60
CS1620,29-Jan-14,75
CS5796,22-Aug-11,62
CS6037,29-Jun-14,65
CS3503,28-Mar-14,59
CS3750,24-Apr-14,51
CS1303,18-Sep-14,95
CS3842,13-Nov-11,54
CS2937,10-Feb-13,87
CS2727,20-Jan-12,48
CS2258,24-Apr-13,59
CS5360,24-Sep-14,82
CS2043,06-Feb-13,43
CS5756,23-Feb-14,58
CS3769,14-Aug-12,82
CS3114,08-Nov-12,71
CS4850,18-Oct-14,72
CS1269,01-Oct-12,62
CS5712,12-Jun-14,85
CS1692,15-Jun-12,57
CS5187,28-Apr-12,80
CS5755,21-Jun-11,100
CS5216,02-Feb-13,53
CS2542,14-Sep-13,105
CS5392,10-Aug-13,94
CS1916,12-Sep-13,68
CS4687,23-Mar-12,60
CS1876,10-Nov-14,102
CS3095,15-Aug-14,85
CS5860,27-Sep-11,96
CS3391,17-Dec-11,48
CS4209,05-Sep-12,82
CS5747,30-Nov-14,46
CS5857,27-Jul-11,55
CS2925,03-Jan-15,94
CS5280,27-May-14,37
CS3254,03-Dec-11,43
CS1728,30-Mar-12,105
CS5578,17-Jun-12,74
CS5295,30-May-12,91
CS2866,16-Sep-12,91
CS3249,14-Sep-13,46
CS3726,29-Dec-11,86
CS3417,06-Sep-12,42
CS5859,25-Sep-12,75
CS3480,28-Jul-12,71
CS5786,28-Mar-12,43
CS4674,04-Oct-13,37
CS2027,10-Feb-15,64
CS4345,22-Aug-14,84
CS1176,30-Oct-12,101
CS5688,27-Aug-14,94
CS3751,21-May-12,78
CS3106,22-Jan-12,37
CS5763,15-Mar-12,74
CS4317,26-Jan-15,63
CS5436,04-Feb-13,78
CS4479,11-Feb-15,48
CS6030,04-Mar-13,81
CS5320,16-Jul-11,41
CS5937,16-Jul-11,95
CS4572,13-Dec-14,97
CS1563,23-Jun-13,79
CS3136,26-Oct-12,86
CS3343,28-Sep-14,77
CS4958,04-Aug-12,82
CS1374,02-Jan-12,73
CS4184,03-Nov-12,59
CS1979,24-Aug-13,41
CS5833,24-Dec-14,82
CS3209,09-Jun-13,79
CS2196,07-Apr-13,101
CS5267,23-Mar-13,49
CS1179,02-Nov-12,105
CS3451,29-Apr-14,92
CS5809,28-May-13,64
CS5168,05-Feb-13,60
CS5570,20-Jul-13,51
CS3524,01-Mar-12,76
CS2962,12-Oct-11,101
CS1179,18-May-13,46
CS1316,14-Jan-12,48
CS5308,01-May-13,48
CS4753,18-Sep-11,71
CS1185,02-Dec-13,36
CS2561,25-Feb-13,93
CS3461,19-Jul-14,101
CS1332,14-Dec-12,56
CS2490,21-May-12,42
CS4671,10-Jul-12,60
CS2980,07-Oct-11,72
CS2316,16-Dec-14,91
CS1296,29-Oct-13,105
CS3568,29-Aug-13,70
CS3709,09-Dec-14,47
CS5375,09-Feb-12,79
CS4750,15-Jul-11,40
CS3404,22-Aug-13,40
CS2672,04-Oct-13,101
CS3858,10-Aug-12,35
CS4308,13-Feb-12,44
CS5069,15-Jan-14,104
CS3403,14-Dec-11,81
CS4869,08-Aug-13,41
CS3480,31-Jan-13,85
CS2903,20-Jun-11,60
CS3219,30-Oct-13,98
CS5366,07-Feb-15,73
CS1913,17-Mar-12,70
CS2545,15-Jul-13,102
CS1771,26-Dec-11,36
CS1420,07-Apr-12,69
CS1186,02-Sep-13,105
CS4845,01-Sep-13,93
CS3444,03-Mar-13,91
CS1204,06-Mar-13,73
CS5234,18-May-11,87
CS5943,30-May-12,90
CS1567,11-Feb-14,86
CS1431,04-Mar-15,70
CS1841,03-Dec-14,76
CS5091,25-Nov-12,41
CS4338,11-Apr-12,44
CS4018,31-Mar-14,98
CS1764,26-Mar-13,42
CS5895,30-Nov-11,91
CS2965,05-Oct-14,38
CS2002,21-Dec-12,47
CS2308,26-Oct-11,60
CS1240,26-Nov-13,50
CS4638,03-Sep-12,56
CS1215,30-Oct-12,36
CS2511,23-Oct-11,53
CS4857,15-Jan-14,104
CS1379,02-Oct-14,69
CS5922,10-Oct-12,63
CS4555,03-Jan-12,82
CS1674,22-Aug-12,66
CS5220,17-Aug-12,104
CS4863,03-Jul-14,52
CS4690,25-Oct-13,75
CS5367,06-Dec-11,73
CS5849,08-Nov-12,46
CS3563,10-Jun-14,59
CS3768,14-Sep-13,78
CS3488,01-Feb-15,45
CS2982,05-Jan-13,72
CS3194,10-Oct-13,78
CS2745,02-Jul-14,70
CS4702,28-Jul-11,40
CS1398,14-Jul-12,79
CS5091,14-Feb-14,75
CS5529,20-Sep-12,54
CS4341,15-May-14,95
CS5721,08-Sep-14,66
CS1781,14-Nov-13,83
CS4708,10-Nov-13,50
CS1796,03-Sep-13,71
CS3611,04-Mar-14,105
CS4374,09-Dec-11,88
CS3829,02-Aug-12,58
CS2140,08-Mar-13,65
CS3774,10-Jan-13,101
CS4747,09-Jun-11,37
CS4010,08-Apr-14,97
CS4220,23-May-11,75
CS2198,12-Mar-14,101
CS1822,16-Feb-15,98
CS4318,23-Mar-14,37
CS5954,03-Jan-13,87
CS5933,14-May-13,38
CS4082,28-Jul-12,62
CS5387,20-Aug-13,94
CS1266,23-Feb-13,85
CS3150,21-Nov-11,78
CS3829,09-Aug-11,49
CS4936,19-Mar-12,76
CS1292,30-Dec-11,67
CS4963,18-Jun-11,67
CS4764,26-Sep-14,97
CS1664,27-Feb-12,93
CS1521,11-Oct-12,53
CS5644,12-Dec-13,59
CS5712,27-Jul-11,54
CS5943,19-Apr-12,55
CS4537,18-Oct-11,38
CS5064,09-Apr-14,98
CS5648,26-May-13,43
CS5451,29-Oct-12,73
CS5827,19-Sep-14,49
CS4555,07-Dec-14,61
CS2859,21-Jan-12,50
CS1401,01-Apr-13,42
CS2655,21-Jun-13,65
CS5266,16-Apr-12,64
CS2500,12-May-13,51
CS3729,19-Dec-14,87
CS6055,15-Mar-12,63
CS1350,26-Dec-12,78
CS5051,08-Jan-14,62
CS4284,02-Jan-13,64
CS4888,28-Jun-12,88
CS1629,01-Feb-12,76
CS3988,01-Nov-11,52
CS1493,01-Jan-15,82
CS2270,15-Aug-14,66
CS1734,20-Sep-11,97
CS1608,14-Jul-14,67
CS3174,25-Jan-15,48
CS3057,27-Aug-13,88
CS5081,11-Mar-14,72
CS4490,06-Nov-11,61
CS5477,25-Oct-12,64
CS4240,24-Mar-12,56
CS2524,19-Sep-13,73
CS2503,12-Feb-12,93
CS4825,18-Feb-12,61
CS2246,01-Nov-12,76
CS2571,06-Jun-12,105
CS1510,22-Nov-14,45
CS2687,02-Jan-13,49
CS5330,21-May-12,41
CS2439,24-Dec-13,57
CS3853,06-Jul-11,55
CS3099,02-Sep-13,38
CS3063,15-Jun-12,73
CS5512,26-Mar-14,50
CS5987,04-Jan-15,64
CS3290,15-Jan-12,63
CS5980,24-May-11,35
CS3490,09-Mar-15,85
CS4348,26-Aug-12,58
CS3248,22-Nov-14,66
CS5219,02-Oct-13,90
CS4512,05-Apr-12,54
CS1700,10-Apr-14,73
CS4029,08-Dec-14,92
CS3139,17-Mar-12,104
CS3934,17-Sep-13,79
CS4524,22-Mar-13,103
CS2864,20-May-14,56
CS1245,23-Oct-11,51
CS5998,02-Feb-14,96
CS1561,20-Oct-14,55
CS1241,02-Dec-12,104
CS6041,29-Sep-11,52
CS2111,15-May-13,79
CS1953,13-Aug-14,48
CS5987,28-Sep-14,49
CS1737,06-Aug-11,59
CS3978,18-Jun-12,35
CS2047,04-Feb-14,63
CS5859,12-Jun-13,69
CS3479,11-Nov-13,45
CS3622,19-Dec-12,51
CS6108,21-May-14,70
CS1255,19-Jan-14,77
CS1839,09-Feb-12,78
CS3967,12-Apr-13,69
CS3278,17-Sep-13,87
CS3028,04-Feb-15,51
CS4610,11-Jun-11,89
CS2844,04-Oct-13,70
CS4563,12-Jan-13,70
CS3300,07-Jun-11,37
CS5009,15-Sep-12,60
CS2621,16-Oct-14,87
CS3462,21-Dec-11,98
CS2823,26-Sep-13,100
CS2578,06-Jan-14,78
CS1838,29-May-14,76
CS2428,14-Jun-12,92
CS2596,06-Jun-13,102
CS5731,18-Feb-14,66
CS4438,17-Mar-12,93
CS4070,31-Jul-13,52
CS1670,17-Dec-11,53
CS2796,02-Jan-15,103
CS1572,02-Oct-12,67
CS2554,20-Jan-15,104
CS4642,07-Mar-13,101
CS4796,03-Jan-14,88
CS1912,03-Jul-14,85
CS4193,09-Sep-12,68
CS3330,15-Mar-13,67
CS5052,27-Jan-14,68
CS5767,31-Oct-11,70
CS4471,14-Apr-13,54
CS5258,26-Mar-14,58
CS1686,08-Apr-13,37
CS4737,06-Jun-13,62
CS2635,27-Feb-14,39
CS5602,25-Jul-11,52
CS2254,03-Feb-12,35
CS4594,25-Sep-13,69
CS5731,08-Aug-11,53
CS4590,17-Mar-12,53
CS1142,28-Jan-13,60
CS4516,13-Sep-12,104
CS5425,08-Jun-14,84
CS1414,22-Nov-13,51
CS4068,15-Jun-11,58
CS5497,29-Jun-14,85
CS4952,25-Nov-14,37
CS4417,06-Apr-12,65
CS5685,08-Jul-13,65
CS4664,02-Jun-13,101
CS3778,02-Aug-13,98
CS1603,11-Nov-14,74
CS4246,18-Mar-12,41
CS6012,04-Sep-14,63
CS1948,05-Oct-12,81
CS3443,28-May-12,83
CS3469,30-Jun-14,46
CS3421,16-Jun-14,80
CS3113,03-Oct-14,90
CS3741,13-Nov-11,56
CS3943,16-Feb-13,94
CS3552,10-Apr-13,103
CS2208,14-Dec-11,39
CS3200,23-Mar-12,63
CS3296,06-Feb-15,101
CS1997,14-Jun-13,88
CS5446,26-May-12,58
CS2676,22-Oct-12,58
CS4438,13-Nov-13,97
CS1262,17-Jul-12,44
CS3079,05-Dec-11,44
CS4740,11-Dec-14,76
CS5769,09-Feb-15,58
CS1569,28-Feb-13,96
CS1195,14-Jul-14,65
CS3273,20-Sep-14,70
CS3725,14-Jan-12,58
CS2974,25-Dec-14,104
CS3253,16-Apr-12,49
CS5081,08-Nov-11,80
CS2360,15-Aug-11,60
CS3752,12-Feb-15,84
CS4646,26-Jun-12,58
CS2265,03-Jul-12,44
CS3531,11-Dec-11,60
CS5848,14-Dec-14,41
CS5068,01-Nov-11,64
CS2972,03-Apr-14,60
CS3528,07-Aug-11,54
CS1459,25-Jun-12,74
CS4505,18-Aug-13,95
CS3287,16-Feb-13,55
CS5540,28-Feb-14,87
CS5143,18-Oct-13,50
CS4466,19-May-11,102
CS2198,06-May-13,61
CS3423,05-Jun-12,49
CS4565,11-Aug-12,41
CS4246,01-Nov-11,41
CS5375,16-Jan-13,77
CS4035,19-Sep-12,90
CS2576,09-Apr-12,55
CS2946,24-Jul-13,94
CS4903,28-Jan-12,54
CS4019,22-Aug-11,96
CS1786,26-Apr-13,71
CS3307,22-Oct-12,66
CS2602,21-Sep-13,90
CS5888,01-Feb-12,78
CS3834,30-May-11,67
CS4510,22-Jul-11,44
CS3930,17-Mar-13,66
CS5185,22-Jul-13,36
CS3880,20-Jul-13,101
CS3342,26-Jul-13,63
CS1412,11-Aug-12,78
CS4660,18-Sep-13,76
CS3923,11-Aug-14,84
CS5961,26-Dec-12,65
CS2815,29-Dec-12,40
CS3322,02-Sep-11,105
CS4994,19-Feb-13,98
CS3942,22-May-14,56
CS2139,05-Jun-14,102
CS4325,14-Aug-12,100
CS4467,29-May-11,54
CS2023,03-Mar-14,93
CS3479,16-Jul-13,89
CS4196,11-Feb-12,36
CS3762,24-Feb-15,73
CS1844,28-Dec-11,55
CS4561,29-Dec-14,62
CS1728,27-Nov-12,46
CS5547,09-Jan-14,103
CS2180,11-May-12,66
CS3805,18-Aug-12,60
CS5047,11-Oct-14,49
CS4570,11-Nov-13,58
CS3395,31-Dec-11,49
CS5395,12-Dec-11,96
CS3750,07-Dec-14,42
CS1644,05-Apr-13,84
CS3348,22-Nov-12,69
CS5888,25-Apr-14,102
CS1470,06-Jul-12,75
CS5534,25-Jul-11,81
CS4697,20-Jul-13,40
CS2615,23-Nov-11,83
CS4319,09-Sep-12,101
CS3043,12-Dec-13,72
CS4670,28-Aug-12,72
CS4260,23-Aug-11,36
CS2196,17-Jul-13,87
CS1156,08-Dec-11,66
CS1423,11-Jan-14,53
CS1504,23-May-13,99
CS6021,10-Jul-14,89
CS5312,20-Nov-14,101
CS1641,21-Jul-11,52
CS6011,09-Jul-11,82
CS3762,01-Jun-14,88
CS3429,20-Oct-14,98
CS2124,26-Oct-11,45
CS3124,20-Jan-14,74
CS4399,01-Jul-13,49
CS2686,01-Sep-12,105
CS4973,02-Dec-14,99
CS5528,07-Dec-14,68
CS3792,12-Dec-11,62
CS5971,27-Aug-11,55
CS1679,28-Dec-11,80
CS4728,12-Sep-14,101
CS3116,26-May-11,86
CS3202,17-May-11,63
CS5065,03-Nov-14,37
CS5240,12-Jul-14,101
CS2419,17-Aug-14,105
CS5802,19-Oct-14,58
CS5298,21-Sep-12,60
CS4113,01-Jun-12,51
CS2797,01-Jun-13,35
CS3132,07-Feb-15,103
CS1351,14-Apr-12,59
CS1735,30-Mar-14,95
CS2151,21-Sep-11,74
CS4675,17-Jul-12,87
CS4770,01-Oct-13,68
CS4345,28-May-13,78
CS3085,25-Mar-14,88
CS2848,11-Jun-11,66
CS5613,28-Aug-14,48
CS1119,03-May-12,35
CS2158,23-Jun-14,78
CS1755,21-Feb-14,38
CS5598,17-Jun-11,63
CS1419,23-Aug-11,85
CS1276,12-Feb-15,55
CS4880,10-Jan-15,84
CS2059,23-Feb-13,86
CS2870,02-Dec-14,58
CS2078,17-Mar-13,98
CS2602,19-Jul-12,39
CS6069,26-Feb-13,86
CS1240,13-Aug-11,89
CS2421,27-Feb-12,87
CS5728,03-Aug-14,98
CS4268,20-Nov-13,63
CS2578,16-Nov-13,57
CS4635,15-Jan-14,59
CS3702,14-Nov-12,76
CS3074,02-Aug-12,97
CS2570,05-Jan-13,71
CS3093,11-Oct-14,56
CS5026,13-Jul-11,78
CS3951,05-Jan-12,70
CS1115,05-Mar-15,55
CS3894,26-Jan-14,87
CS1763,11-Nov-12,99
CS5693,12-Aug-14,104
CS3329,05-Jun-11,46
CS3230,26-Jul-14,40
CS2207,26-Feb-13,47
CS4197,21-Apr-14,100
CS5282,18-Jun-13,61
CS4110,05-Apr-13,74
CS2738,03-Aug-11,59
CS2247,04-Jan-15,71
CS5558,02-Jan-15,53
CS5557,18-Jun-11,80
CS1794,20-Jan-14,92
CS3793,15-Dec-11,55
CS2626,03-May-13,90
CS4272,29-Oct-12,95
CS5243,14-Dec-13,52
CS1597,04-Sep-12,65
CS4766,04-Oct-11,86
CS4768,16-Oct-14,78
CS5059,03-Oct-11,94
CS2876,26-May-12,87
CS2543,22-Apr-13,37
CS5693,02-Jan-14,86
CS2681,29-May-13,55
CS5729,23-Aug-13,86
CS1888,24-Aug-14,85
CS1891,06-Dec-11,42
CS3399,17-Mar-13,82
CS1835,09-Nov-12,52
CS2778,24-Sep-12,37
CS3417,18-Mar-13,63
CS3184,05-Jun-11,54
CS2752,23-Nov-14,37
CS3375,06-Jun-14,37
CS1471,26-May-13,78
CS5767,07-Oct-11,42
CS4570,06-Oct-13,68
CS5133,27-Jun-13,95
CS5179,15-Sep-13,95
CS5215,12-Feb-14,43
CS1613,11-May-12,44
CS5327,30-Jan-13,56
CS5194,19-May-12,54
CS3525,23-Jan-13,79
CS5731,23-Nov-11,47
CS2622,18-Jan-13,96
CS3408,27-Apr-14,84
CS5430,11-Jul-14,42
CS4006,09-Feb-13,43
CS1857,14-Jul-12,63
CS2362,10-May-13,65
CS4827,04-Oct-13,65
CS6015,01-Apr-12,86
CS4524,15-Jul-13,44
CS4189,23-Sep-12,53
CS1606,09-Jan-15,54
CS5972,29-Dec-14,78
CS1873,11-Jan-15,77
CS3487,20-Apr-12,76
CS1216,05-Nov-12,101
CS3059,18-Nov-12,67
CS5735,25-Feb-13,64
CS3742,14-Mar-13,76
CS3163,01-Nov-13,94
CS3750,11-Feb-14,103
CS2829,26-May-14,105
CS3486,31-Dec-11,87
CS5885,28-Feb-13,98
CS6086,03-Nov-12,104
CS4492,15-Jan-14,90
CS3154,24-Dec-12,50
CS2488,13-Dec-14,102
CS5552,31-Jul-13,45
CS3412,07-Nov-14,80
CS2829,24-Jan-14,103
CS4571,18-Aug-14,61
CS1924,22-May-12,41
CS2117,30-Aug-14,36
CS5067,20-Oct-13,44
CS6080,03-Jul-12,69
CS4311,24-Mar-13,102
CS2908,01-Jul-11,99
CS3802,26-Aug-11,70
CS5063,02-Aug-12,93
CS5397,22-Nov-12,58
CS5306,20-Sep-11,74
CS3026,08-Dec-11,81
CS2019,07-Jun-11,64
CS1575,11-Jun-14,101
CS5552,29-Jul-12,36
CS3354,25-Aug-11,42
CS3062,06-Oct-14,73
CS3208,03-Mar-13,64
CS4399,08-Feb-14,61
CS4939,12-Jan-12,52
CS6061,31-Mar-12,95
CS4616,10-Aug-11,52
CS3435,02-Jan-12,50
CS4229,05-Mar-14,35
CS4403,10-May-14,79
CS5894,18-Jul-14,74
CS3199,30-Jan-15,38
CS2706,06-Jun-11,93
CS2003,10-Oct-11,93
CS2648,17-Aug-12,62
CS4698,12-Nov-11,50
CS4068,15-Nov-13,48
CS3159,11-Oct-12,70
CS5879,05-Aug-13,87
CS2558,10-Sep-12,50
CS5078,19-Dec-12,81
CS2130,02-Jan-13,64
CS3442,20-Aug-11,66
CS1861,11-Feb-12,36
CS3725,24-Feb-15,50
CS2134,20-Jun-13,103
CS4377,16-Apr-13,38
CS5244,12-Apr-13,91
CS4262,22-Oct-11,100
CS5600,30-Apr-13,60
CS2308,03-Mar-12,42
CS4946,04-Jun-12,52
CS1596,26-Feb-15,66
CS5531,18-Oct-12,66
CS1349,09-Dec-14,81
CS5770,01-Apr-12,78
CS3969,12-Dec-11,90
CS4967,04-Jul-13,81
CS5417,08-Sep-12,68
CS2965,11-Jan-14,46
CS3727,06-Sep-11,105
CS2352,11-Oct-12,79
CS5155,12-Jan-12,38
CS3613,28-Dec-13,55
CS4863,15-Dec-14,77
CS2006,18-Sep-13,52
CS1464,16-Sep-13,80
CS4962,13-Feb-12,76
CS3186,17-Jul-13,76
CS3508,21-Dec-12,92
CS5469,22-Apr-12,47
CS5751,23-Feb-13,99
CS2337,01-Oct-14,69
CS5211,02-Jan-14,81
CS2866,07-Oct-11,59
CS1868,02-May-13,38
CS1154,30-Aug-11,48
CS4816,08-May-12,97
CS3383,12-May-14,63
CS2403,18-Sep-14,79
CS6031,30-Nov-11,36
CS3932,07-Feb-13,101
CS6030,07-Jul-11,59
CS4585,16-Mar-15,98
CS1116,24-Aug-12,45
CS3921,12-Feb-14,48
CS1604,29-Jun-14,52
CS2876,13-Apr-13,75
CS5222,21-Sep-12,55
CS1118,18-Jun-14,77
CS4507,27-Nov-14,60
CS6025,08-Apr-13,40
CS1380,06-Mar-13,80
CS1809,30-Nov-14,59
CS5693,27-Nov-14,51
CS1195,15-May-13,43
CS1790,29-Dec-13,79
CS2013,17-Jun-11,101
CS3465,28-Nov-11,80
CS1273,25-Aug-11,85
CS2618,20-Dec-13,86
CS1516,16-Aug-13,99
CS3284,11-Aug-12,99
CS4227,23-Mar-14,85
CS5994,27-May-14,93
CS5185,23-Feb-12,58
CS4193,03-Aug-14,59
CS5624,26-Aug-14,53
CS4764,19-Nov-12,60
CS1284,16-Jun-12,35
CS4411,08-Feb-13,49
CS4548,21-May-11,54
CS2392,22-Jul-12,65
CS2542,17-Feb-12,105
CS1198,29-Sep-12,39
CS2589,01-Oct-12,63
CS2871,28-Mar-12,68
CS2755,22-Sep-13,99
CS2785,28-Sep-13,95
CS2108,16-Jan-12,58
CS3681,25-Jul-13,63
CS1389,16-May-12,96
CS2385,17-Sep-14,48
CS1550,29-Nov-14,65
CS1785,21-Apr-12,60
CS1541,11-Apr-13,101
CS5567,28-Aug-12,85
CS1601,24-Jul-14,48
CS1850,01-Jun-14,78
CS1319,17-Nov-14,77
CS2975,23-Apr-13,73
CS3811,24-Aug-14,85
CS1197,29-May-11,68
CS2118,03-Aug-14,75
CS3513,18-Mar-14,52
CS2061,27-Jun-12,68
CS2914,15-May-14,97
CS3991,01-Oct-14,94
CS4305,28-Nov-13,53
CS2152,29-Apr-12,92
CS4632,03-Feb-15,104
CS1459,08-Nov-11,37
CS1279,25-Nov-14,63
CS3305,06-Aug-11,43
CS4313,25-Oct-14,96
CS1692,17-May-12,53
CS4561,04-Nov-14,51
CS2512,25-Sep-11,99
CS3539,07-Mar-15,43
CS3903,13-Mar-12,66
CS5319,31-May-12,49
CS3290,29-Aug-14,73
CS3620,25-Feb-15,94
CS1417,24-Aug-13,75
CS3740,24-Jan-15,73
CS2232,30-Aug-13,90
CS1765,15-Aug-12,96
CS5756,27-Sep-11,59
CS1986,20-Jul-11,102
CS5108,01-Nov-11,52
CS1792,26-Mar-14,35
CS2460,06-Feb-14,105
CS3842,02-Jan-12,89
CS1593,27-Nov-12,67
CS2454,19-Jan-13,46
CS4082,13-Mar-12,86
CS1200,01-Oct-11,46
CS3757,03-May-14,48
CS2741,10-Sep-13,56
CS5382,10-Aug-12,98
CS5925,18-Aug-12,89
CS3928,22-Jun-12,36
CS3914,31-Jul-14,89
CS2491,16-Sep-11,54
CS3758,07-Jul-12,99
CS4267,30-May-11,60
CS3200,13-Jul-12,67
CS2960,21-Sep-12,78
CS3879,23-Apr-12,63
CS3106,14-Sep-11,86
CS1288,25-Jan-14,66
CS4674,28-Mar-14,91
CS4650,29-Apr-14,105
CS3545,14-Apr-14,105
CS5274,17-Jul-13,81
CS5550,04-Aug-12,74
CS4597,13-Apr-14,84
CS2759,07-Jan-15,69
CS5126,20-Jan-14,62
